"movie_title","director_name","title_year","color","num_critic_for_reviews","duration","gross","genres","language","country","content_rating","budget","imdb_score"
"Ronin ","John Frankenheimer",1998,"Color",149,122,41609593,"Action|Adventure|Crime|Thriller","English","UK","R",55000000,7.3
"Raiders of the Lost Ark ","Steven Spielberg",1981,"Color",234,115,242374454,"Action|Adventure","English","USA","PG",18000000,8.5
"Desert Dancer ","Richard Raymond",2014,"Color",31,104,143653,"Biography|Drama","English","UK","PG-13",4000000,6
"Diary of a Wimpy Kid: Rodrick Rules ","David Bowers",2011,"Color",103,99,52691009,"Comedy|Family","English","USA","PG",21000000,6.6
"The Muse ","Albert Brooks",1999,"Color",97,97,11614236,"Comedy","English","USA","PG-13",15000000,5.6
"Talk Radio ","Oliver Stone",1988,"Color",40,110,3468572,"Drama","English","USA","R",4000000,7.3
"The Nutcracker ","Emile Ardolino",1993,"Color",10,92,2119994,"Family|Fantasy|Music","English","USA","G",19000000,5.7
"Analyze This ","Harold Ramis",1999,"Color",145,103,106694016,"Comedy|Crime","English","USA","R",30000000,6.7
"Precious ","Lee Daniels",2009,"Color",323,109,47536959,"Drama","English","USA","R",10000000,7.3
"Team America: World Police ","Trey Parker",2004,"Color",233,98,32774834,"Action|Comedy","English","USA","R",30000000,7.2
"Paranormal Activity: The Marked Ones ","Christopher Landon",2014,"Color",220,101,32453345,"Fantasy|Horror|Thriller","English","USA","R",5000000,5
"13 Hours ","Michael Bay",2016,"Color",204,144,52822418,"Action|Drama|Thriller|War","English","USA","R",50000000,7.4
"The Magic Sword: Quest for Camelot ","Frederik Du Chau",1998,"Color",34,86,22717758,"Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical","English","USA","G",40000000,6.2
"Public Enemies ","Michael Mann",2009,"Color",357,140,97030725,"Biography|Crime|Drama|History|Romance","English","USA","R",100000000,7
"Kiss the Bride ","C. Jay Cox",2007,"Color",9,100,31937,"Comedy|Romance","English","USA","R",500000,5.7
"A Million Ways to Die in the West ","Seth MacFarlane",2014,"Color",303,136,42615685,"Comedy|Western","English","USA","R",40000000,6.1
"Victor Frankenstein ","Paul McGuigan",2015,"Color",159,110,5773519,"Drama|Horror|Sci-Fi|Thriller","English","USA","PG-13",40000000,6
"Dodgeball: A True Underdog Story ","Rawson Marshall Thurber",2004," Black and White",191,92,114324072,"Comedy|Sport","English","USA","PG-13",20000000,6.7
"Made of Honor ","Paul Weiland",2008,"Color",128,101,46012734,"Comedy|Romance","English","USA","PG-13",40000000,5.8
"The Painted Veil ","John Curran",2006,"Color",143,125,8047690,"Drama|Romance","Mandarin","China","PG-13",19400000,7.5
"The Prince of Tides ","Barbra Streisand",1991,"Color",30,132,74787599,"Drama|Romance","English","USA","R",30000000,6.6
"The Lord of the Rings: The Two Towers ","Peter Jackson",2002,"Color",294,172,340478898,"Action|Adventure|Drama|Fantasy","English","USA","PG-13",94000000,8.7
"The Golden Child ","Michael Ritchie",1986,"Color",29,94,79817937,"Action|Adventure|Comedy|Fantasy|Mystery","English","USA","PG-13",25000000,5.9
"Kiss of Death ","Barbet Schroeder",1995,"Color",40,101,14942422,"Action|Crime|Thriller","English","USA","R",40000000,5.9
"The Princess Bride ","Rob Reiner",1987,"Color",185,98,30857814,"Adventure|Family|Fantasy|Romance","English","USA","PG",16000000,8.1
"Bad Teacher ","Jake Kasdan",2011,"Color",286,97,100292856,"Comedy","English","USA","R",20000000,5.7
"Disturbia ","D.J. Caruso",2007,"Color",253,105,80050171,"Drama|Mystery|Thriller","English","USA","PG-13",20000000,6.9
"Jab Tak Hai Jaan ","Yash Chopra",2012,"Color",50,176,3047539,"Drama|Romance","Hindi","India","Not Rated",7217600,6.9
"RoboCop 3 ","Fred Dekker",1993,"Color",75,104,10696210,"Action|Crime|Sci-Fi|Thriller","English","USA","PG-13",23500000,3.9
"Sleepers ","Barry Levinson",1996," Black and White",73,147,53300852,"Crime|Drama|Thriller","English","USA","R",44000000,7.5
"Babylon A.D. ","Mathieu Kassovitz",2008,"Color",164,101,22531698,"Action|Adventure|Sci-Fi|Thriller","English","France","PG-13",70000000,5.6
"Riding in Cars with Boys ","Penny Marshall",2001,"Color",89,132,29781453,"Biography|Comedy|Drama","English","USA","PG-13",48000000,6.4
"The Last House on the Left ","Dennis Iliadis",2009,"Color",241,114,32721635,"Crime|Horror|Thriller","English","USA","R",15000000,6.6
"Corpse Bride ","Tim Burton",2005,"Color",267,77,53337608,"Animation|Drama|Family|Fantasy|Musical|Romance","English","USA","PG",40000000,7.4
"A Nightmare on Elm Street 4: The Dream Master ","Renny Harlin",1988,"Color",102,99,49369900,"Fantasy|Horror|Thriller","English","USA","R",7000000,5.7
"Gladiator ","Ridley Scott",2000,"Color",265,171,187670866,"Action|Drama|Romance","English","USA","R",103000000,8.5
"Kevin Hart: Let Me Explain ","Leslie Small",2013,"Color",26,75,32230907,"Comedy|Documentary","English","USA","R",2500000,6.7
"The Spy Next Door ","Brian Levant",2010,"Color",97,94,24268828,"Action|Comedy|Family","English","USA","PG",28000000,5.4
"Silent House ","Chris Kentis",2011,"Color",218,86,12555230,"Drama|Horror|Mystery|Thriller","English","France","R",2000000,5.3
"10 Days in a Madhouse ","Timothy Hines",2015,"Color",1,111,14616,"Drama","English","USA","R",12000000,7.5
"Non-Stop ","Jaume Collet-Serra",2014,"Color",359,106,91439400,"Action|Mystery|Thriller","English","UK","PG-13",50000000,7
"Dreamgirls ","Bill Condon",2006,"Color",241,130,103338338,"Drama|Music|Musical","English","USA","PG-13",70000000,6.5
"Night Watch ","Timur Bekmambetov",2004,"Color",232,104,1487477,"Fantasy|Thriller","Russian","Russia","R",4200000,6.5
"Memoirs of a Geisha ","Rob Marshall",2005,"Color",229,145,57010853,"Drama|Romance","English","USA","PG-13",85000000,7.3
"Raise the Titanic ","Jerry Jameson",1980,"Color",32,119,7000000,"Action|Adventure|Drama|Thriller","English","UK","PG",36000000,4.7
"Simply Irresistible ","Mark Tarlov",1999,"Color",35,96,4394936,"Comedy|Drama|Fantasy|Romance","English","Germany","PG-13",6000000,5.3
"Beerfest ","Jay Chandrasekhar",2006,"Color",91,110,19179969,"Comedy","English","USA","R",17500000,6.3
"The Perez Family ","Mira Nair",1995,"Color",15,113,2832826,"Comedy|Drama|Romance","English","USA","R",11000000,6.2
"A Most Wanted Man ","Anton Corbijn",2014,"Color",291,122,17237244,"Crime|Drama|Thriller","English","UK","R",15000000,6.8
"Abduction ","John Singleton",2011,"Color",180,106,28064226,"Action|Mystery|Thriller","English","USA","PG-13",35000000,5
"Airplane! ","Jim Abrahams",1980,"Color",134,88,83400000,"Comedy","English","USA","PG",3500000,7.8
"The Judge ","David Dobkin",2014,"Color",276,141,47105085,"Crime|Drama","English","USA","R",50000000,7.4
"Slums of Beverly Hills ","Tamara Jenkins",1998,"Color",60,91,5480318,"Comedy|Drama","English","USA","R",5000000,6.6
"The Roommate ","Christian E. Christiansen",2011,"Color",138,91,37300107,"Drama|Horror|Thriller","English","USA","PG-13",16000000,4.8
"Dawn of the Dead ","Zack Snyder",2004,"Color",287,110,58885635,"Action|Horror|Thriller","English","USA","R",26000000,7.4
"Lee Daniels' The Butler ","Lee Daniels",2013,"Color",304,132,116631310,"Biography|Drama","English","USA","PG-13",30000000,7.2
"Superstar ","Bruce McCulloch",1999,"Color",43,81,30628981,"Comedy|Romance","English","USA","PG-13",14000000,5
"La Bamba ","Luis Valdez",1987,"Color",18,108,54215416,"Biography|Drama|Music","English","USA","PG-13",6500000,6.8
"The World's Fastest Indian ","Roger Donaldson",2005,"Color",126,127,5128124,"Biography|Drama|Sport","English","New Zealand","PG-13",25000000,7.9
"Happy Christmas ","Joe Swanberg",2014,"Color",65,82,30084,"Comedy|Drama","English","USA","R",70000,5.6
"The Benchwarmers ","Dennis Dugan",2006,"Color",90,75,57651794,"Comedy|Romance|Sport","English","USA","PG-13",33000000,5.6
"My Name Is Khan ","Karan Johar",2010,"Color",210,128,4018695,"Adventure|Drama|Thriller","Hindi","India","PG-13",12000000,8
"Lakeview Terrace ","Neil LaBute",2008,"Color",165,110,39263506,"Crime|Drama|Thriller","English","USA","PG-13",22000000,6.1
"Black or White ","Mike Binder",2014,"Color",91,121,21569041,"Drama","English","USA","PG-13",9000000,6.6
"Alvin and the Chipmunks: The Road Chip ","Walt Becker",2015,"Color",70,92,85884815,"Adventure|Animation|Comedy|Family|Fantasy|Music","English","USA","PG",90000000,5
"Mona Lisa Smile ","Mike Newell",2003,"Color",141,117,63695760,"Drama","English","USA","PG-13",65000000,6.4
"Semi-Pro ","Kent Alterman",2008,"Color",164,99,33472850,"Comedy|Sport","English","USA","R",55000000,5.8
"Laws of Attraction ","Peter Howitt",2004,"Color",90,90,17848322,"Comedy|Romance","English","Ireland","PG-13",28000000,5.9
"Everything Must Go ","Dan Rush",2010,"Color",155,97,2711210,"Comedy|Drama","English","USA","R",5000000,6.4
"About Last Night ","Steve Pink",2014,"Color",90,100,48637684,"Comedy|Romance","English","USA","R",12500000,6.1
"Joy Ride ","John Dahl",2001,"Color",140,97,21973182,"Mystery|Thriller","English","USA","R",23000000,6.6
"Space Jam ","Joe Pytka",1996,"Color",46,88,90443603,"Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport","English","USA","PG",80000000,6.3
"An Unfinished Life ","Lasse Hallström",2005,"Color",107,108,8535575,"Drama","English","USA","PG-13",30000000,7
"Casino Jack ","George Hickenlooper",2010,"Color",117,108,1039869,"Biography|Comedy|Crime|Drama","English","Canada","R",15000000,6.2
"The Five-Year Engagement ","Nicholas Stoller",2012,"Color",232,131,28644770,"Comedy|Romance","English","USA","R",30000000,6.2
"The Hoax ","Lasse Hallström",2006,"Color",142,116,7156933,"Comedy|Drama","English","USA","R",25000000,6.7
"Stuck on You ","Bobby Farrelly",2003,"Color",123,118,33828318,"Comedy","English","USA","PG-13",55000000,5.8
"Me and Orson Welles ","Richard Linklater",2008,"Color",160,107,1186957,"Drama","English","UK","PG-13",25000000,6.8
"Domino ","Tony Scott",2005,"Color",186,127,10137232,"Action|Biography|Crime|Drama|Thriller","English","France","R",50000000,6
"Cheaper by the Dozen 2 ","Adam Shankman",2005,"Color",77,94,82569532,"Adventure|Comedy|Family","English","USA","PG",60000000,5.4
"Kangaroo Jack ","David McNally",2003,"Color",73,89,66734992,"Action|Adventure|Comedy|Crime","English","USA","PG",60000000,4.4
"All the King's Men ","Steven Zaillian",2006," Black and White",127,128,7221458,"Drama|Thriller","English","Germany","PG-13",55000000,6.2
"The Man Who Knew Too Little ","Jon Amiel",1997,"Color",34,94,13801755,"Action|Comedy|Crime|Thriller","English","USA","PG",20000000,6.6
"Clean ","Olivier Assayas",2004,"Color",81,110,136007,"Drama|Music|Romance","French","France","R",4500,6.9
"Crazy, Stupid, Love. ","Glenn Ficarra",2011,"Color",310,118,84244877,"Comedy|Drama|Romance","English","USA","PG-13",50000000,7.4
"Green Room ","Jeremy Saulnier",2015,"Color",322,95,3219029,"Crime|Horror|Music|Thriller","English","USA","R",5000000,7.1
"The International ","Tom Tykwer",2009,"Color",245,118,25450527,"Action|Crime|Drama|Mystery|Thriller","English","USA","R",50000000,6.5
"Hollywood Homicide ","Ron Shelton",2003,"Color",132,116,30013346,"Action|Comedy|Crime|Thriller","English","USA","PG-13",75000000,5.3
"Bats ","Louis Morneau",1999,"Color",97,91,10149779,"Horror|Sci-Fi|Thriller","English","USA","PG-13",6500000,3.6
"The Godfather: Part II ","Francis Ford Coppola",1974,"Color",149,220,57300000,"Crime|Drama","English","USA","R",13000000,9
"Seed of Chucky ","Don Mancini",2004,"Color",148,88,17016190,"Comedy|Fantasy|Horror|Thriller","English","Romania","R",12000000,4.9
"Smilla's Sense of Snow ","Bille August",1997,"Color",50,121,2221994,"Action|Drama|Sci-Fi|Thriller","English","Denmark","R",35000000,6.4
"Phantasm II ","Don Coscarelli",1988,"Color",81,97,7282851,"Action|Fantasy|Horror|Sci-Fi|Thriller","English","USA","R",3000000,6.5
"Escape from L.A. ","John Carpenter",1996,"Color",104,101,25407250,"Action|Adventure|Sci-Fi|Thriller","English","USA","R",50000000,5.7
"Loaded Weapon 1 ","Gene Quintano",1993,"Color",19,84,27979400,"Action|Comedy|Crime","English","USA","PG-13",8200000,6.1
"Just My Luck ","Donald Petrie",2006,"Color",98,103,17324744,"Comedy|Fantasy|Romance","English","USA","PG-13",28000000,5.3
"Shanghai Knights ","David Dobkin",2003,"Color",165,114,60470220,"Action|Adventure|Comedy","English","USA","PG-13",50000000,6.2
"Sabotage ","David Ayer",2014,"Color",233,109,10499968,"Action|Crime|Drama|Thriller","English","USA","R",35000000,5.7
"The Shipping News ","Lasse Hallström",2001,"Color",119,111,11405825,"Drama","English","USA","R",35000000,6.8
"The Statement ","Norman Jewison",2003," Black and White",54,120,763044,"Drama|Thriller","English","Canada","R",23000000,6.2
"Police Academy: Mission to Moscow ","Alan Metter",1994,"Color",17,83,126247,"Comedy|Crime","English","USA","PG",6200000,3.3
"Idle Hands ","Rodman Flender",1999,"Color",59,92,4002955,"Comedy|Fantasy|Horror|Thriller","English","USA","R",20000000,6.2
"Once Upon a Time in Mexico ","Robert Rodriguez",2003,"Color",178,102,55845943,"Action|Crime|Thriller","English","USA","R",29000000,6.4
"The Box ","Richard Kelly",2009,"Color",287,115,15045676,"Drama|Fantasy|Mystery|Thriller","English","USA","PG-13",16000000,5.6
"Eve's Bayou ","Kasi Lemmons",1997,"Color",31,109,14821531,"Drama","English","USA","R",6000000,7.3
"Instructions Not Included ","Eugenio Derbez",2013,"Color",41,115,44456509,"Comedy|Drama","Spanish","Mexico","PG-13",5000000,7.6
"Beloved ","Jonathan Demme",1998,"Color",78,172,22843047,"Drama|History|Horror","English","USA","R",55000000,5.9
"Epic ","Chris Wedge",2013,"Color",203,102,107515297,"Adventure|Animation|Family|Fantasy","English","USA","PG",100000000,6.7
"Barbershop 2: Back in Business ","Kevin Rodney Sullivan",2004," Black and White",50,106,64955956,"Comedy|Drama","English","USA","PG-13",18000000,5.7
"College ","Deb Hagan",2008,"Color",42,94,4693919,"Comedy","English","USA","R",6500000,4.6
"She's the Man ","Andy Fickman",2006,"Color",91,105,33687630,"Comedy|Romance","English","USA","PG-13",20000000,6.4
"City of God ","Fernando Meirelles",2002,"Color",214,135,7563397,"Crime|Drama","Portuguese","Brazil","R",3300000,8.7
"Did You Hear About the Morgans? ","Marc Lawrence",2009,"Color",133,103,29580087,"Comedy|Drama|Romance","English","USA","PG-13",58000000,4.7
"Firewall ","Richard Loncraine",2006,"Color",171,105,48745150,"Crime|Thriller","English","USA","PG-13",50000000,5.8
"Adaptation. ","Spike Jonze",2002,"Color",241,81,22245861,"Comedy|Drama","English","USA","R",19000000,7.7
"My Favorite Martian ","Donald Petrie",1999,"Color",49,94,36830057,"Comedy|Family|Sci-Fi","English","USA","PG",65000000,4.9
"Mr. Bean's Holiday ","Steve Bendelack",2007,"Color",151,90,32553210,"Comedy|Family","English","UK","PG",25000000,6.3
"Butch Cassidy and the Sundance Kid ","George Roy Hill",1969,"Color",130,110,102308900,"Biography|Crime|Drama|Western","English","USA","M",6000000,8.1
"Smokin' Aces ","Joe Carnahan",2006,"Color",186,109,35635046,"Action|Crime|Drama|Thriller","English","UK","R",17000000,6.7
"Friday the 13th: A New Beginning ","Danny Steinmann",1985,"Color",160,92,21300000,"Horror|Mystery|Thriller","English","USA","R",2200000,4.7
"Woodstock ","Michael Wadleigh",1970,"Color",53,215,13300000,"Documentary|History|Music","English","USA","R",600000,8.1
"Brigham City ","Richard Dutcher",2001,"Color",12,119,798341,"Crime|Drama|Mystery","English","USA","PG-13",1000000,7.2
"Gamer ","Mark Neveldine",2009,"Color",180,95,20488579,"Action|Sci-Fi|Thriller","English","USA","R",50000000,5.8
"Goldfinger ","Guy Hamilton",1964,"Color",164,110,51100000,"Action|Adventure|Thriller","English","UK","Approved",3000000,7.8
"The Sweeney ","Nick Love",2012,"Color",111,112,26345,"Action|Crime|Drama","English","UK","R",3000000,6.1
"Syriana ","Stephen Gaghan",2005,"Color",358,128,50815288,"Drama|Thriller","English","USA","R",50000000,7
"Inside Deep Throat ","Fenton Bailey",2005," Black and White",123,89,653621,"Biography|Documentary|History","English","USA","NC-17",2000000,6.8
"Lock, Stock and Two Smoking Barrels ","Guy Ritchie",1998,"Color",116,120,3650677,"Comedy|Crime","English","UK","R",960000,8.2
"Armored ","Nimród Antal",2009,"Color",107,88,15988876,"Action|Crime|Thriller","English","USA","PG-13",27000000,5.7
"Red Riding Hood ","Catherine Hardwicke",2011,"Color",291,100,37652565,"Fantasy|Horror|Mystery|Thriller","English","USA","PG-13",42000000,5.4
"The Boxtrolls ","Graham Annable",2014,"Color",219,96,50807639,"Adventure|Animation|Comedy|Family|Fantasy","English","USA","PG",60000000,6.8
"Buen Día, Ramón ","Jorge Ramírez Suárez",2013,"Color",26,120,100412,"Drama","German","Mexico","PG-13",4000000,7.7
"American Gangster ","Ridley Scott",2007,"Color",300,176,130127620,"Biography|Crime|Drama","English","USA","R",100000000,7.8
"The Cell ","Tarsem Singh",2000,"Color",225,109,61280963,"Horror|Sci-Fi|Thriller","English","USA","R",33000000,6.3
"Up in the Air ","Jason Reitman",2009,"Color",391,108,83813460,"Drama|Romance","English","USA","R",25000000,7.4
"Light Sleeper ","Paul Schrader",1992,"Color",19,103,1100000,"Crime|Drama","English","USA","R",5000000,6.8
"Cats & Dogs: The Revenge of Kitty Galore ","Brad Peyton",2010,"Color",91,82,43575716,"Action|Comedy|Family|Fantasy","English","USA","PG",85000000,4.3
"American History X ","Tony Kaye",1998," Black and White",162,101,6712241,"Crime|Drama","English","USA","R",7500000,8.6
"Fantastic Mr. Fox ","Wes Anderson",2009,"Color",335,87,20999103,"Adventure|Animation|Comedy|Crime|Family","English","USA","PG",40000000,7.8
"The Fog ","John Carpenter",1980,"Color",212,89,21378000,"Fantasy|Horror","English","USA","R",1000000,6.8
"The Sticky Fingers of Time ","Hilary Brougher",1997," Black and White",8,81,18195,"Sci-Fi","English","USA","",250000,6.3
